,title,date,company,location,salary,description
419,Artificial Intelligence and Machine Learning Specialist,25d ago,Department of Defence,Adelaide,"Salary: $106,074 - $119,651 (plus Super)",You are passionate in applying state-of-the-art AI and ML methods toward addressing novel problems with Defence and national security impact.
420,Scientist - Virus Validation,,CSL Limited,Melbourne,,Perform studies using blood-borne human pathogens & model viruses that provide data & scientific support on pathogen safety related to CSL products.
421,Scientist - Virus Validation,,CSL Limited,Melbourne,,Perform studies using blood-borne human pathogens & model viruses that provide data & scientific support on pathogen safety related to CSL products.
422,Scientist - Virus Validation,,CSL Limited,Melbourne,,Perform studies using blood-borne human pathogens & model viruses that provide data & scientific support on pathogen safety related to CSL products.
423,Data Operations Engineer,,Cleanaway Operations Pty Ltd,Melbourne,Salary: A leader in sustainability and renewable resources,ASX100 iconic brand in its Data & Analytics journey. Play a significant role in setting up data infrastructure and implementing analytics solutions.
424,Senior Data Engineer,13d ago,Avant Mutual Group,Sydney,,"Take a key role in our Enterprise Information Management team. Permanent position, based in Sydney CBD."
425,Principal Engineer (Knowledge Graph),4d ago,SEEK Limited,Melbourne,Salary: Base + Super + Profit Share,Join us and see why we've been recognized as the Best Place to Work Overall and the #1 Best Place to Work - Tech Industry!
426,Data Engineer -  Java Scala - Federal Government,6h ago,HiTech Personnel,Sydney,,DATA ENGINEER -  JAVA - SCALA - ELASTIC STACK - FEDERAL GOVERNMENT CONTRACT
427,Data Engineer,21d ago,Precision Sourcing,Melbourne,Salary: $100k - $150k p.a. + + super,"Rapidly growing data engineering team, working within financial crime across multi-cloud platforms"
428,Azure Data Engineer,6d ago,Morgan McKinley,Sydney,Salary: $130k - $160k p.a. + Package,Looking for a highly skilled and experienced Azure Data Engineer to join this amazing team in this exciting period of growth!
429,Data Engineer,17d ago,Capgemini Australia Pty Ltd,Sydney,,A minimum of 3 years previous experience as a Data Engineer with at least 2+ years of AWS hands on technical experience
430,Data Manager,10d ago,Garvan Institute of Medical Research,Sydney,Salary: $102k - $112k p.a.,Join a highly engaged and passionate team where you see your work make a difference!
431,Senior Data Engineer,11d ago,Ampersand International,Sydney,Salary: Pay rate - $750 - 800/day + super,"This position will help this NSW Government team in the maintenance, support and development of the BI ecosystem."
432,Data Consultant,7d ago,NAB,Melbourne,Salary: Day rate contractor or fixed term opportunity,"Take the lead on extracting, consolidating and analysing data from various sources to identify and track impacted clients."
433,Research Project Officer/Genomic Data Analyst - Cotton Biotechnology,6d ago,CSIRO,ACT,Salary: AU$87K to AU$111K pa + up to 15.4% superannuation,"Work with, and programme, large sets of genomic and existing transcript data to enhance fibre-quality and CSIRO’s seed-to-shirt cotton research!"
434,Research Project Officer/Genomic Data Analyst - Cotton Biotechnology,6d ago,CSIRO,ACT,Salary: AU$87K to AU$111K pa + up to 15.4% superannuation,"Work with, and programme, large sets of genomic and existing transcript data to enhance fibre-quality and CSIRO’s seed-to-shirt cotton research!"
435,Research Project Officer/Genomic Data Analyst - Cotton Biotechnology,6d ago,CSIRO,ACT,Salary: AU$87K to AU$111K pa + up to 15.4% superannuation,"Work with, and programme, large sets of genomic and existing transcript data to enhance fibre-quality and CSIRO’s seed-to-shirt cotton research!"
436,Research Project Officer/Genomic Data Analyst - Cotton Biotechnology,6d ago,CSIRO,ACT,Salary: AU$87K to AU$111K pa + up to 15.4% superannuation,"Work with, and programme, large sets of genomic and existing transcript data to enhance fibre-quality and CSIRO’s seed-to-shirt cotton research!"
437,Principal Consultant (Data&AI) Brisbane,11d ago,Empired Limited,Brisbane,,We are looking for a Principal Consultant (Data and AI) in our Brisbane office on permanent basis.
438,Data Consultant,14d ago,Clarrow Pty Ltd,Sydney,"Salary: 130,000 - $160,000","Data analyst role with a consultative duties
$130k-$160k + bonus
WFH and flexible working"
439,Data Engineer - Global Markets,20d ago,The Argyle Network,Sydney,,Are you a Data Engineer that is looking to work across a number of new Greenfield project builds?
440,Tech Lead / Lead Data Engineer,11d ago,Compono,Brisbane,,"Join our growing Data Insight Team. The DI team makes sense of data from, and about Compono products, to inform Compono, and customer strategy."
441,Data Engineer | $120K + 11% super | Financial Services,14d ago,Robert Half,Melbourne,Salary: $110 - $120 p.a. + Super,Exciting opportunity for Data Engineer to join a financial services firm offering a remote working model and modern technology.
442,Data Engineer,21d ago,Paxus,Perth,,Develop and innovate on the Data Analytics practice of a national organisation on a permanent basis that will see you working in a dynamic workplace
443,Senior Data Engineer,12d ago,Kinetic IT,Perth,,Fun and challenging role working on enterprise level projects suitable for a customer facing Data Engineer!
444,Tech Lead / Lead Data Engineer,11d ago,Compono,Melbourne,,"Join our growing Data Insight Team. The DI team makes sense of data from, and about Compono products, to inform Compono, and customer strategy."
445,Data Engineer,19d ago,SustainAbility Consulting,Sydney,Salary: $700-$850 per day,"Looking for a Data Engineer to join the true market leading org in their space, working on the latest tech stack and optimise the BI platform."
446,Senior Data Engineer,,Avant Mutual Group,Sydney,,"Take a key role in our Enterprise Information Management team. Permanent position, based in Sydney CBD."
447,Data Technician,10d ago,RedEye Apps,Brisbane,,Support our customers as part of our software implementation team. Work with SaaS products that are data led and driven. WFH available!
448,Data & Analytics Technical Consultant (Work From Anywhere!),18d ago,Expose,Melbourne,,Join a company who values & invests in its employees & who is making a substantial mark on the Data and Analytics market nationally.
449,Big Data Tech Lead | Hadoop | Contract | Banking |,13d ago,Billigence,Sydney,,Join our team & work alongside one of our blue chip clients. Lead a greenfield big data project.
450,Data Product Owner,12d ago,THE ICONIC,Sydney,,"Looking for a Data  Product Owner working with cross-functional teams of Data Engineers, Scientists and Business Intelligence specialists on projects."
451,Principal Engineer (Knowledge Graph),4d ago,SEEK Limited,Brisbane,Salary: Base + Super + Profit Share,Join us and see why we've been recognized as the Best Place to Work Overall and the #1 Best Place to Work - Tech Industry!
452,Data Engineer,25d ago,HBF Health Limited,Perth,,"Join HBF's in-house Data Analytics team at a time of exciting business growth, national expansion and digital transformation!"
453,Senior Data Engineer Data & AI,10d ago,Empired Limited,Adelaide,,"Microsoft data technologies. This will include a modern approach to building cloud-based data lakes, data warehouses and data marts in Azure"
454,"Senior Data Engineer / Data Architect (Big Data, NoSQL, C++, Python, SQL, Azure)",17d ago,Anson McCade Ltd,Sydney,Salary: Highly Competitive,"Exciting asset management start-up commercialising deeply researched Big Data, AI platform seeking a Senior Data Engineer / Architect"
455,Data Engineer (12 month contract),13d ago,Toyota Finance Australia,Sydney,,Toyota Finance Australia has a 12 month contract opportunity for an experienced Data Engineer to join the team.
456,Analytics Engineer,13d ago,Scentre Group,Sydney,,"Utilise our standard and consistent assortment of tools to enable seamless delivery, operation, and continuous improvement of analytics technology"
457,Senior Consultant/Consultant - Applied AI,11d ago,Deloitte,Brisbane,,Exciting opportunity is now available as a Senior Consultant or Consultant in our AI Brisbane team.
458,Director - Analytics (Marketing/Advertising),7d ago,Opus Recruitment Solutions,Melbourne,"Salary: $200000 - $220000 per annum, REMOTE WORKING","Forefront of Innovation in the Analytics and AI space in Australia. Possibility of fully remote working, from wither Melbourne or Sydney"
459,Data Engineer,25d ago,SustainAbility Consulting,Brisbane,"Salary: $120,000 - $140,000","Looking for an enthusiastic data engineer to join the successful, tech driven team who are working on all new modern data platforms."
460,Senior Software Engineer - Data,11d ago,Just Digital People,Melbourne,Salary: + Super,Are you a Senior Python Engineer who is thinking about their next career move? Then keep on reading!
461,Head of Data Engineering,20d ago,FourQuarters Recruitment,Melbourne,Salary: $220000,Head of Data Engineering required to lead the build and continuous development of an Azure platform for a leading financial services business.
462,Data Engineer,20d ago,Myer,Melbourne,"Salary: Generous, exclusive discounts on all Myer products","Responsible for the design, creation and maintenance of data pipleline for large-scale solutions. Help expand/optimize data and pipeline architecture."
463,Senior Data Engineer,19d ago,Loup,Melbourne,Salary: Competitive | Super | Bonus | Benefits | Gym,"Shape the way we use data to power & enhance our best-in-class fitness platforms, Centr by Chris Hemsworth and Emily Sky FIT."
464,Lead Data Engineer,17d ago,Talent Insights Group Pty Ltd,Sydney,Salary: Upwards of 170K + Super,An opportunity has become available for a Lead Data Engineer within a rapidly growing Australian business who are solving digital marketing and social
465,Tech Lead / Lead Data Engineer,11d ago,Compono,Sydney,,"Join our growing Data Insight Team. The DI team makes sense of data from, and about Compono products, to inform Compono, and customer strategy."
466,Quantum Algorithm Developer,,Archer Materials Limited,Sydney,"Salary: $85,000 - $94,999",You will be focused on quantum software development and making contributions to Qiskit as part of the global IBM Quantum Network.
